date,close
28-Jul-86,236.01
29-Jul-86,234.55
30-Jul-86,236.59
31-Jul-86,236.12
01-Aug-86,234.91
04-Aug-86,235.99
05-Aug-86,237.03
06-Aug-86,236.84
07-Aug-86,237.04
08-Aug-86,236.88
11-Aug-86,240.68
12-Aug-86,243.34
13-Aug-86,245.67
14-Aug-86,246.25
15-Aug-86,247.15
18-Aug-86,247.38
19-Aug-86,246.51
20-Aug-86,249.77
21-Aug-86,249.67
22-Aug-86,250.19
25-Aug-86,247.81
26-Aug-86,252.84
27-Aug-86,253.30
28-Aug-86,252.84
29-Aug-86,252.93
02-Sep-86,248.52
03-Sep-86,250.08
04-Sep-86,253.83
05-Sep-86,250.47
08-Sep-86,248.14
09-Sep-86,247.67
10-Sep-86,247.06
11-Sep-86,235.18
12-Sep-86,230.67
15-Sep-86,231.94
16-Sep-86,231.72
17-Sep-86,231.68
18-Sep-86,232.31
19-Sep-86,232.21
22-Sep-86,234.93
23-Sep-86,235.67
24-Sep-86,236.28
25-Sep-86,231.83
26-Sep-86,232.23
29-Sep-86,229.91
30-Sep-86,231.32
01-Oct-86,233.60
02-Oct-86,233.92
03-Oct-86,233.71
06-Oct-86,234.78
07-Oct-86,234.41
08-Oct-86,236.68
09-Oct-86,235.85
10-Oct-86,235.48
13-Oct-86,235.91
14-Oct-86,235.37
15-Oct-86,238.80
16-Oct-86,239.53
17-Oct-86,238.84
20-Oct-86,235.97
21-Oct-86,235.88
22-Oct-86,236.26
23-Oct-86,239.28
24-Oct-86,238.26
27-Oct-86,238.77
28-Oct-86,239.26
29-Oct-86,240.94
30-Oct-86,243.71
31-Oct-86,243.98
03-Nov-86,245.80
04-Nov-86,246.20
05-Nov-86,246.58
06-Nov-86,245.87
07-Nov-86,245.77
10-Nov-86,246.13
11-Nov-86,247.08
12-Nov-86,246.64
13-Nov-86,243.02
14-Nov-86,244.50
17-Nov-86,243.21
18-Nov-86,236.78
19-Nov-86,237.66
20-Nov-86,242.05
21-Nov-86,245.86
24-Nov-86,247.45
25-Nov-86,248.17
26-Nov-86,248.77
28-Nov-86,249.22
01-Dec-86,249.05
02-Dec-86,254.00
03-Dec-86,253.85
04-Dec-86,253.04
05-Dec-86,251.17
08-Dec-86,251.16
09-Dec-86,249.28
10-Dec-86,250.96
11-Dec-86,248.17
12-Dec-86,247.35
15-Dec-86,248.21
16-Dec-86,250.04
17-Dec-86,247.56
18-Dec-86,246.78
19-Dec-86,249.73
22-Dec-86,248.75
23-Dec-86,246.34
24-Dec-86,246.75
26-Dec-86,246.92
29-Dec-86,244.67
30-Dec-86,243.37
31-Dec-86,242.17
02-Jan-87,246.45
05-Jan-87,252.19
06-Jan-87,252.78
07-Jan-87,255.33
08-Jan-87,257.28
09-Jan-87,258.73
12-Jan-87,260.30
13-Jan-87,259.95
14-Jan-87,262.64
15-Jan-87,265.49
16-Jan-87,266.28
19-Jan-87,269.34
20-Jan-87,269.04
21-Jan-87,267.84
22-Jan-87,273.91
23-Jan-87,270.10
26-Jan-87,269.61
27-Jan-87,273.75
28-Jan-87,275.40
29-Jan-87,274.24
30-Jan-87,274.08
02-Feb-87,276.45
03-Feb-87,275.99
04-Feb-87,279.64
05-Feb-87,281.16
06-Feb-87,280.04
09-Feb-87,278.16
10-Feb-87,275.07
11-Feb-87,277.54
12-Feb-87,275.62
13-Feb-87,279.70
17-Feb-87,285.49
18-Feb-87,285.42
19-Feb-87,285.57
20-Feb-87,285.48
23-Feb-87,282.38
24-Feb-87,282.88
25-Feb-87,284.00
26-Feb-87,282.96
27-Feb-87,284.20
02-Mar-87,283.00
03-Mar-87,284.12
04-Mar-87,288.62
05-Mar-87,290.52
06-Mar-87,290.66
09-Mar-87,288.30
10-Mar-87,290.86
11-Mar-87,290.31
12-Mar-87,291.22
13-Mar-87,289.89
16-Mar-87,288.23
17-Mar-87,292.47
18-Mar-87,292.78
19-Mar-87,294.08
20-Mar-87,298.17
23-Mar-87,301.16
24-Mar-87,301.64
25-Mar-87,300.38
26-Mar-87,300.93
27-Mar-87,296.13
30-Mar-87,289.20
31-Mar-87,291.70
01-Apr-87,292.39
02-Apr-87,293.63
03-Apr-87,300.41
06-Apr-87,301.95
07-Apr-87,296.69
08-Apr-87,297.26
09-Apr-87,292.86
10-Apr-87,292.49
13-Apr-87,285.62
14-Apr-87,279.16
15-Apr-87,284.44
16-Apr-87,286.91
20-Apr-87,286.09
21-Apr-87,293.07
22-Apr-87,287.19
23-Apr-87,286.82
24-Apr-87,281.52
27-Apr-87,281.83
28-Apr-87,282.51
29-Apr-87,284.57
30-Apr-87,288.36
01-May-87,288.03
04-May-87,289.36
05-May-87,295.34
06-May-87,295.47
07-May-87,294.71
08-May-87,293.37
11-May-87,291.57
12-May-87,293.30
13-May-87,293.98
14-May-87,294.24
15-May-87,287.43
18-May-87,286.65
19-May-87,279.62
20-May-87,278.21
21-May-87,280.17
22-May-87,282.16
26-May-87,289.11
27-May-87,288.73
28-May-87,290.76
29-May-87,290.10
01-Jun-87,289.83
02-Jun-87,288.46
03-Jun-87,293.47
04-Jun-87,295.09
05-Jun-87,293.45
08-Jun-87,296.72
09-Jun-87,297.28
10-Jun-87,297.47
11-Jun-87,298.73
12-Jun-87,301.62
15-Jun-87,303.14
16-Jun-87,304.76
17-Jun-87,304.81
18-Jun-87,305.69
19-Jun-87,306.97
22-Jun-87,309.65
23-Jun-87,308.43
24-Jun-87,306.86
25-Jun-87,308.96
26-Jun-87,307.16
29-Jun-87,307.90
30-Jun-87,304.00
01-Jul-87,302.94
02-Jul-87,305.63
06-Jul-87,304.92
07-Jul-87,307.40
08-Jul-87,308.29
09-Jul-87,307.52
10-Jul-87,308.37
13-Jul-87,307.63
14-Jul-87,310.68
15-Jul-87,310.42
16-Jul-87,312.70
17-Jul-87,314.59
20-Jul-87,311.39
21-Jul-87,308.55
22-Jul-87,308.47
23-Jul-87,307.81
24-Jul-87,309.27
27-Jul-87,310.65
28-Jul-87,312.33
29-Jul-87,315.65
30-Jul-87,318.05
31-Jul-87,318.66
03-Aug-87,317.57
04-Aug-87,316.23
05-Aug-87,318.45
06-Aug-87,322.09
07-Aug-87,323.00
10-Aug-87,328.00
11-Aug-87,333.33
12-Aug-87,332.39
13-Aug-87,334.65
14-Aug-87,333.99
17-Aug-87,334.11
18-Aug-87,329.25
19-Aug-87,329.83
20-Aug-87,334.84
21-Aug-87,335.90
24-Aug-87,333.33
25-Aug-87,336.77
26-Aug-87,334.57
27-Aug-87,331.38
28-Aug-87,327.04
31-Aug-87,329.80
01-Sep-87,323.40
02-Sep-87,321.68
03-Sep-87,320.21
04-Sep-87,316.70
08-Sep-87,313.56
09-Sep-87,313.92
10-Sep-87,317.13
11-Sep-87,321.98
14-Sep-87,323.08
15-Sep-87,317.74
16-Sep-87,314.86
17-Sep-87,314.93
18-Sep-87,314.86
21-Sep-87,310.54
22-Sep-87,319.50
23-Sep-87,321.19
24-Sep-87,319.72
25-Sep-87,320.16
28-Sep-87,323.20
29-Sep-87,321.69
30-Sep-87,321.83
01-Oct-87,327.33
02-Oct-87,328.07
05-Oct-87,328.08
06-Oct-87,319.22
07-Oct-87,318.52
08-Oct-87,314.16
09-Oct-87,311.07
12-Oct-87,309.39
13-Oct-87,314.52
14-Oct-87,305.23
15-Oct-87,298.08
16-Oct-87,282.70
19-Oct-87,224.84
20-Oct-87,236.83
21-Oct-87,258.38
22-Oct-87,248.25
23-Oct-87,248.22
26-Oct-87,227.67
27-Oct-87,233.19
28-Oct-87,233.28
29-Oct-87,244.77
30-Oct-87,251.79
02-Nov-87,255.75
03-Nov-87,250.82
04-Nov-87,248.96
05-Nov-87,254.48
06-Nov-87,250.41
09-Nov-87,243.17
10-Nov-87,239.00
11-Nov-87,241.90
12-Nov-87,248.52
13-Nov-87,245.64
16-Nov-87,246.76
17-Nov-87,243.04
18-Nov-87,245.55
19-Nov-87,240.05
20-Nov-87,242.00
23-Nov-87,242.99
24-Nov-87,246.39
25-Nov-87,244.10
27-Nov-87,240.34
30-Nov-87,230.30
01-Dec-87,232.00
02-Dec-87,233.45
03-Dec-87,225.21
04-Dec-87,223.92
07-Dec-87,228.76
08-Dec-87,234.91
09-Dec-87,238.89
10-Dec-87,233.57
11-Dec-87,235.32
14-Dec-87,242.19
15-Dec-87,242.80
16-Dec-87,248.08
17-Dec-87,242.98
18-Dec-87,249.16
21-Dec-87,249.54
22-Dec-87,249.95
23-Dec-87,253.16
24-Dec-87,252.02
28-Dec-87,245.57
29-Dec-87,244.59
30-Dec-87,247.86
31-Dec-87,247.08
04-Jan-88,255.94
05-Jan-88,258.63
06-Jan-88,258.89
07-Jan-88,261.07
08-Jan-88,243.40
11-Jan-88,247.49
12-Jan-88,245.42
13-Jan-88,245.81
14-Jan-88,245.88
15-Jan-88,252.05
18-Jan-88,251.88
19-Jan-88,249.32
20-Jan-88,242.63
21-Jan-88,243.14
22-Jan-88,246.50
25-Jan-88,252.17
26-Jan-88,249.57
27-Jan-88,249.38
28-Jan-88,253.29
29-Jan-88,257.07
01-Feb-88,255.04
02-Feb-88,255.57
03-Feb-88,252.21
04-Feb-88,252.21
05-Feb-88,250.96
08-Feb-88,249.10
09-Feb-88,251.72
10-Feb-88,256.66
11-Feb-88,255.95
12-Feb-88,257.63
16-Feb-88,259.83
17-Feb-88,259.21
18-Feb-88,257.91
19-Feb-88,261.61
22-Feb-88,265.64
23-Feb-88,265.02
24-Feb-88,264.43
25-Feb-88,261.58
26-Feb-88,262.46
29-Feb-88,267.82
01-Mar-88,267.22
02-Mar-88,267.98
03-Mar-88,267.88
04-Mar-88,267.30
07-Mar-88,267.38
08-Mar-88,269.43
09-Mar-88,269.06
10-Mar-88,263.84
11-Mar-88,264.94
14-Mar-88,266.37
15-Mar-88,266.13
16-Mar-88,268.65
17-Mar-88,271.22
18-Mar-88,271.12
21-Mar-88,268.74
22-Mar-88,268.84
23-Mar-88,268.91
24-Mar-88,263.35
25-Mar-88,258.51
28-Mar-88,258.06
29-Mar-88,260.07
30-Mar-88,258.07
31-Mar-88,258.89
04-Apr-88,256.09
05-Apr-88,258.51
06-Apr-88,265.49
07-Apr-88,266.16
08-Apr-88,269.43
11-Apr-88,270.16
12-Apr-88,271.37
13-Apr-88,271.57
14-Apr-88,259.75
15-Apr-88,259.77
18-Apr-88,259.21
19-Apr-88,257.92
20-Apr-88,256.13
21-Apr-88,256.42
22-Apr-88,260.14
25-Apr-88,262.46
26-Apr-88,263.93
27-Apr-88,263.80
28-Apr-88,262.61
29-Apr-88,261.33
02-May-88,261.56
03-May-88,263.00
04-May-88,260.32
05-May-88,258.79
06-May-88,257.48
09-May-88,256.54
10-May-88,257.62
11-May-88,253.31
12-May-88,253.85
13-May-88,256.78
16-May-88,258.71
17-May-88,255.39
18-May-88,251.35
19-May-88,252.57
20-May-88,253.02
23-May-88,250.83
24-May-88,253.51
25-May-88,253.76
26-May-88,254.63
27-May-88,253.42
31-May-88,262.16
01-Jun-88,266.69
02-Jun-88,265.33
03-Jun-88,266.45
06-Jun-88,267.05
07-Jun-88,265.17
08-Jun-88,271.52
09-Jun-88,270.20
10-Jun-88,271.26
13-Jun-88,271.43
14-Jun-88,274.30
15-Jun-88,274.45
16-Jun-88,269.77
17-Jun-88,270.68
20-Jun-88,268.94
21-Jun-88,271.67
22-Jun-88,275.66
23-Jun-88,274.82
24-Jun-88,273.78
27-Jun-88,269.06
28-Jun-88,272.31
29-Jun-88,270.98
30-Jun-88,273.50
01-Jul-88,271.78
05-Jul-88,275.81
06-Jul-88,272.02
07-Jul-88,271.78
08-Jul-88,270.02
11-Jul-88,270.55
12-Jul-88,267.85
13-Jul-88,269.32
14-Jul-88,270.26
15-Jul-88,272.05
18-Jul-88,270.51
19-Jul-88,268.47
20-Jul-88,270.00
21-Jul-88,266.66
22-Jul-88,263.50
25-Jul-88,264.68
26-Jul-88,265.19
27-Jul-88,262.50
28-Jul-88,266.02
29-Jul-88,272.02
01-Aug-88,272.21
02-Aug-88,272.06
03-Aug-88,272.98
04-Aug-88,271.93
05-Aug-88,271.15
08-Aug-88,269.98
09-Aug-88,266.49
10-Aug-88,261.90
11-Aug-88,262.75
12-Aug-88,262.55
15-Aug-88,258.69
16-Aug-88,260.56
17-Aug-88,260.77
18-Aug-88,261.03
19-Aug-88,260.24
22-Aug-88,256.98
23-Aug-88,257.09
24-Aug-88,261.13
25-Aug-88,259.18
26-Aug-88,259.68
29-Aug-88,262.33
30-Aug-88,262.51
31-Aug-88,261.52
01-Sep-88,258.35
02-Sep-88,264.48
06-Sep-88,265.59
07-Sep-88,265.87
08-Sep-88,265.88
09-Sep-88,266.84
12-Sep-88,266.47
13-Sep-88,267.43
14-Sep-88,269.31
15-Sep-88,268.13
16-Sep-88,270.65
19-Sep-88,268.82
20-Sep-88,269.73
21-Sep-88,270.16
22-Sep-88,269.18
23-Sep-88,269.76
26-Sep-88,268.88
27-Sep-88,268.26
28-Sep-88,269.08
29-Sep-88,272.59
30-Sep-88,271.91
03-Oct-88,271.38
04-Oct-88,270.62
05-Oct-88,271.86
06-Oct-88,272.39
07-Oct-88,278.07
10-Oct-88,278.24
11-Oct-88,277.93
12-Oct-88,273.98
13-Oct-88,275.22
14-Oct-88,275.50
17-Oct-88,276.41
18-Oct-88,279.38
19-Oct-88,276.97
20-Oct-88,282.88
21-Oct-88,283.66
24-Oct-88,282.28
25-Oct-88,282.38
26-Oct-88,281.38
27-Oct-88,277.28
28-Oct-88,278.53
31-Oct-88,278.97
01-Nov-88,279.06
02-Nov-88,279.06
03-Nov-88,279.20
04-Nov-88,276.31
07-Nov-88,273.93
08-Nov-88,275.15
09-Nov-88,273.33
10-Nov-88,273.69
11-Nov-88,267.92
14-Nov-88,267.72
15-Nov-88,268.34
16-Nov-88,263.82
17-Nov-88,264.60
18-Nov-88,266.47
21-Nov-88,266.22
22-Nov-88,267.21
23-Nov-88,269.00
25-Nov-88,267.23
28-Nov-88,268.64
29-Nov-88,270.91
30-Nov-88,273.70
01-Dec-88,272.49
02-Dec-88,271.81
05-Dec-88,274.93
06-Dec-88,277.59
07-Dec-88,278.13
08-Dec-88,276.57
09-Dec-88,277.03
12-Dec-88,276.52
13-Dec-88,276.31
14-Dec-88,275.31
15-Dec-88,274.28
16-Dec-88,276.29
19-Dec-88,278.91
20-Dec-88,277.47
21-Dec-88,277.38
22-Dec-88,276.87
23-Dec-88,277.87
27-Dec-88,276.83
28-Dec-88,277.08
29-Dec-88,279.40
30-Dec-88,277.72
03-Jan-89,275.31
04-Jan-89,279.43
05-Jan-89,280.01
06-Jan-89,280.67
09-Jan-89,280.98
10-Jan-89,280.38
11-Jan-89,282.01
12-Jan-89,283.17
13-Jan-89,283.87
16-Jan-89,284.14
17-Jan-89,283.55
18-Jan-89,286.53
19-Jan-89,286.90
20-Jan-89,286.63
23-Jan-89,284.50
24-Jan-89,288.49
25-Jan-89,289.14
26-Jan-89,291.69
27-Jan-89,293.82
30-Jan-89,294.99
31-Jan-89,297.47
01-Feb-89,297.09
02-Feb-89,296.84
03-Feb-89,296.97
06-Feb-89,296.04
07-Feb-89,299.63
08-Feb-89,298.65
09-Feb-89,296.06
10-Feb-89,292.02
13-Feb-89,292.54
14-Feb-89,291.81
15-Feb-89,294.24
16-Feb-89,294.81
17-Feb-89,296.76
21-Feb-89,295.98
22-Feb-89,290.91
23-Feb-89,292.05
24-Feb-89,287.13
27-Feb-89,287.82
28-Feb-89,288.86
01-Mar-89,287.11
02-Mar-89,289.95
03-Mar-89,291.18
06-Mar-89,294.81
07-Mar-89,293.87
08-Mar-89,294.08
09-Mar-89,293.93
10-Mar-89,292.88
13-Mar-89,295.32
14-Mar-89,295.14
15-Mar-89,296.67
16-Mar-89,299.44
17-Mar-89,292.69
20-Mar-89,289.92
21-Mar-89,291.33
22-Mar-89,290.49
23-Mar-89,288.98
27-Mar-89,290.57
28-Mar-89,291.59
29-Mar-89,292.35
30-Mar-89,292.52
31-Mar-89,294.87
03-Apr-89,296.39
04-Apr-89,295.31
05-Apr-89,296.24
06-Apr-89,295.29
07-Apr-89,297.15
10-Apr-89,297.11
11-Apr-89,298.49
12-Apr-89,298.99
13-Apr-89,296.40
14-Apr-89,301.36
17-Apr-89,301.72
18-Apr-89,306.02
19-Apr-89,307.15
20-Apr-89,306.19
21-Apr-89,309.61
24-Apr-89,308.69
25-Apr-89,306.75
26-Apr-89,306.93
27-Apr-89,309.58
28-Apr-89,309.64
01-May-89,309.12
02-May-89,308.12
03-May-89,308.16
04-May-89,307.77
05-May-89,307.61
08-May-89,306.00
09-May-89,305.19
10-May-89,305.80
11-May-89,306.95
12-May-89,313.84
15-May-89,316.16
16-May-89,315.28
17-May-89,317.48
18-May-89,317.97
19-May-89,321.24
22-May-89,321.98
23-May-89,318.32
24-May-89,319.14
25-May-89,319.17
26-May-89,321.59
30-May-89,317.99
31-May-89,320.52
01-Jun-89,321.97
02-Jun-89,325.52
05-Jun-89,322.03
06-Jun-89,324.24
07-Jun-89,326.95
08-Jun-89,326.75
09-Jun-89,326.69
12-Jun-89,326.24
13-Jun-89,323.91
14-Jun-89,323.83
15-Jun-89,320.08
16-Jun-89,321.35
19-Jun-89,321.89
20-Jun-89,321.25
21-Jun-89,320.48
22-Jun-89,322.32
23-Jun-89,328.00
26-Jun-89,326.60
27-Jun-89,328.44
28-Jun-89,325.81
29-Jun-89,319.68
30-Jun-89,317.98
03-Jul-89,319.23
05-Jul-89,320.64
06-Jul-89,321.55
07-Jul-89,324.91
10-Jul-89,327.02
11-Jul-89,328.78
12-Jul-89,329.81
13-Jul-89,329.95
14-Jul-89,331.84
17-Jul-89,332.44
18-Jul-89,331.35
19-Jul-89,335.73
20-Jul-89,333.51
21-Jul-89,335.90
24-Jul-89,333.67
25-Jul-89,333.88
26-Jul-89,338.05
27-Jul-89,341.99
28-Jul-89,342.15
31-Jul-89,346.08
01-Aug-89,343.75
02-Aug-89,344.34
03-Aug-89,344.74
04-Aug-89,343.92
07-Aug-89,349.41
08-Aug-89,349.35
09-Aug-89,346.94
10-Aug-89,348.25
11-Aug-89,344.74
14-Aug-89,343.06
15-Aug-89,344.71
16-Aug-89,345.66
17-Aug-89,344.45
18-Aug-89,346.03
21-Aug-89,340.67
22-Aug-89,341.19
23-Aug-89,344.70
24-Aug-89,351.52
25-Aug-89,350.52
28-Aug-89,352.09
29-Aug-89,349.84
30-Aug-89,350.65
31-Aug-89,351.45
01-Sep-89,353.73
05-Sep-89,352.56
06-Sep-89,349.24
07-Sep-89,348.35
08-Sep-89,348.76
11-Sep-89,347.66
12-Sep-89,348.70
13-Sep-89,345.46
14-Sep-89,343.16
15-Sep-89,345.06
18-Sep-89,346.73
19-Sep-89,346.55
20-Sep-89,346.47
21-Sep-89,345.70
22-Sep-89,347.05
25-Sep-89,344.23
26-Sep-89,344.33
27-Sep-89,345.10
28-Sep-89,348.60
29-Sep-89,349.15
02-Oct-89,350.87
03-Oct-89,354.71
04-Oct-89,356.94
05-Oct-89,356.97
06-Oct-89,358.78
09-Oct-89,359.80
10-Oct-89,359.13
11-Oct-89,356.99
12-Oct-89,355.39
13-Oct-89,333.65
16-Oct-89,342.85
17-Oct-89,341.16
18-Oct-89,341.76
19-Oct-89,347.13
20-Oct-89,347.16
23-Oct-89,344.83
24-Oct-89,343.70
25-Oct-89,342.50
26-Oct-89,337.93
27-Oct-89,335.06
30-Oct-89,335.07
31-Oct-89,340.36
01-Nov-89,341.20
02-Nov-89,338.48
03-Nov-89,337.62
06-Nov-89,332.61
07-Nov-89,334.81
08-Nov-89,338.15
09-Nov-89,336.57
10-Nov-89,339.10
13-Nov-89,339.55
14-Nov-89,337.99
15-Nov-89,340.54
16-Nov-89,340.58
17-Nov-89,341.61
20-Nov-89,339.35
21-Nov-89,339.59
22-Nov-89,341.91
24-Nov-89,343.97
27-Nov-89,345.61
28-Nov-89,345.77
29-Nov-89,343.60
30-Nov-89,345.99
01-Dec-89,350.63
04-Dec-89,351.41
05-Dec-89,349.58
06-Dec-89,348.55
07-Dec-89,347.59
08-Dec-89,348.69
11-Dec-89,348.56
12-Dec-89,351.73
13-Dec-89,352.75
14-Dec-89,350.93
15-Dec-89,350.14
18-Dec-89,343.69
19-Dec-89,342.46
20-Dec-89,342.84
21-Dec-89,344.78
22-Dec-89,347.42
26-Dec-89,346.81
27-Dec-89,348.81
28-Dec-89,350.67
29-Dec-89,353.40
02-Jan-90,359.69
03-Jan-90,358.76
04-Jan-90,355.66
05-Jan-90,352.20
08-Jan-90,353.79
09-Jan-90,349.62
10-Jan-90,347.31
11-Jan-90,348.53
12-Jan-90,339.93
15-Jan-90,337.00
16-Jan-90,340.75
17-Jan-90,337.40
18-Jan-90,338.19
19-Jan-90,339.15
22-Jan-90,330.38
23-Jan-90,331.61
24-Jan-90,330.26
25-Jan-90,326.08
26-Jan-90,325.80
29-Jan-90,325.20
30-Jan-90,322.98
31-Jan-90,329.08
01-Feb-90,328.79
02-Feb-90,330.92
05-Feb-90,331.85
06-Feb-90,329.66
07-Feb-90,333.75
08-Feb-90,332.96
09-Feb-90,333.62
12-Feb-90,330.08
13-Feb-90,331.02
14-Feb-90,332.01
15-Feb-90,334.89
16-Feb-90,332.72
20-Feb-90,327.99
21-Feb-90,327.67
22-Feb-90,325.70
23-Feb-90,324.15
26-Feb-90,328.67
27-Feb-90,330.26
28-Feb-90,331.89
01-Mar-90,332.74
02-Mar-90,335.54
05-Mar-90,333.74
06-Mar-90,337.93
07-Mar-90,336.95
08-Mar-90,340.27
09-Mar-90,337.93
12-Mar-90,338.67
13-Mar-90,336.00
14-Mar-90,336.87
15-Mar-90,338.07
16-Mar-90,341.91
19-Mar-90,343.53
20-Mar-90,341.57
21-Mar-90,339.74
22-Mar-90,335.69
23-Mar-90,337.22
26-Mar-90,337.63
27-Mar-90,341.50
28-Mar-90,342.00
29-Mar-90,340.79
30-Mar-90,339.94
02-Apr-90,338.70
03-Apr-90,343.64
04-Apr-90,341.09
05-Apr-90,340.73
06-Apr-90,340.08
09-Apr-90,341.37
10-Apr-90,342.07
11-Apr-90,341.92
12-Apr-90,344.34
16-Apr-90,344.74
17-Apr-90,344.68
18-Apr-90,340.72
19-Apr-90,338.09
20-Apr-90,335.12
23-Apr-90,331.05
24-Apr-90,330.36
25-Apr-90,332.03
26-Apr-90,332.92
27-Apr-90,329.11
30-Apr-90,330.80
01-May-90,332.25
02-May-90,334.48
03-May-90,335.57
04-May-90,338.39
07-May-90,340.53
08-May-90,342.01
09-May-90,342.86
10-May-90,343.82
11-May-90,352.00
14-May-90,354.75
15-May-90,354.28
16-May-90,354.00
17-May-90,354.47
18-May-90,354.64
21-May-90,358.00
22-May-90,358.43
23-May-90,359.29
24-May-90,358.41
25-May-90,354.58
29-May-90,360.65
30-May-90,360.86
31-May-90,361.23
01-Jun-90,363.16
04-Jun-90,367.40
05-Jun-90,366.64
06-Jun-90,364.96
07-Jun-90,363.15
08-Jun-90,358.71
11-Jun-90,361.63
12-Jun-90,366.25
13-Jun-90,364.90
14-Jun-90,362.90
15-Jun-90,362.91
18-Jun-90,356.88
19-Jun-90,358.47
20-Jun-90,359.10
21-Jun-90,360.47
22-Jun-90,355.43
25-Jun-90,352.31
26-Jun-90,352.06
27-Jun-90,355.14
28-Jun-90,357.63
29-Jun-90,358.02
02-Jul-90,359.54
03-Jul-90,360.16
05-Jul-90,355.68
06-Jul-90,358.42
09-Jul-90,359.52
10-Jul-90,356.49
11-Jul-90,361.23
12-Jul-90,365.44
13-Jul-90,367.31
16-Jul-90,368.95
17-Jul-90,367.52
18-Jul-90,364.22
19-Jul-90,365.32
20-Jul-90,361.61
23-Jul-90,355.31
24-Jul-90,355.79
25-Jul-90,357.09
26-Jul-90,355.91
27-Jul-90,353.44
30-Jul-90,355.55
31-Jul-90,356.15
01-Aug-90,355.52
02-Aug-90,351.48
03-Aug-90,344.86
06-Aug-90,334.43
07-Aug-90,334.83
08-Aug-90,338.35
09-Aug-90,339.94
10-Aug-90,335.52
13-Aug-90,338.84
14-Aug-90,339.39
15-Aug-90,340.06
16-Aug-90,332.39
17-Aug-90,327.83
20-Aug-90,328.51
21-Aug-90,321.86
22-Aug-90,316.55
23-Aug-90,307.06
24-Aug-90,311.51
27-Aug-90,321.44
28-Aug-90,321.34
29-Aug-90,324.19
30-Aug-90,318.71
31-Aug-90,322.56
04-Sep-90,323.09
05-Sep-90,324.39
